IDENT_INTRT;IDENT_INFRA;DAT_INFRA_COMMI;COD_TYP_DEFDR;COD_MUNI_LIEU;TYP_DOCUM_INTRT;CODE_LOI_REGLEMENT;NO_ARTCL_L_R;COD_TYP_RESP_INFRA;COD_TYP_VEH_INFRA;DESC_TYP_VEH_INFRA;DESCN_CAT_INFRA;MASSE_PERMS;MASSE_CNSTA;VITSS_PERMS;VITSS_CNSTA;ADM_ORIG_VEH
DI99997O7PM300;IN9999EGSV0100;2022-08-03;C;66087;CST;c.T-11.2;54;CQ;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;;;;Québec
DI9999YF7PM300;IN9999FHSV0100;2022-08-03;T;23072;CST;c.C-24.2;646;XP;VL;Véhicule lourd;Matières dangereuses;;;;;Ontario
DI9999DU7PM300;IN9999GISV0100;2022-08-03;C;65005;CST;c.C-24.2;396;AU;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999AR7PM300;IN9999HJSV0100;2022-08-03;C;91020;CST;c.C-24.2;328;CO;VR;Véhicule routier;Règles de circulation;;;50;70;Québec
DI9999YF7PM300;IN9999IKSV0100;2022-08-03;T;23072;CST;c.C-24.2;646;XP;VL;Véhicule lourd;Matières dangereuses;;;;;Ontario
DI9999S78PM300;IN9999LNSV0100;2022-08-03;C;91020;CST;c.C-24.2;328;CO;VR;Véhicule routier;Règles de circulation;;;50;72;Québec
DI999959XOM300;IN9999ICWV0100;2022-08-02;C;93012;RIG;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;;;;Alberta
DI9999Q58PM300;IN9999MOSV0100;2022-08-03;C;33090;CST;c.C-24.2;303.2;CO;VR;Véhicule routier;Signalisation routière;;;80;100;Ontario
DI9999O38PM300;IN9999NPSV0100;2022-08-03;T;17078;CST;c.C-24.2;31.1;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI9999VA8PM300;IN9999OQSV0100;2022-08-03;C;66087;CST;c.T-11.2;54;CQ;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;;;;Québec
DI9999VA8PM300;IN9999PRSV0100;2022-08-03;C;66087;CST;c.T-11.2;81;CO;;;Règlement concernant le tr. rémunéré de pers. par automobile;;;;;Québec
DI99992H8PM300;IN9999RTSV0100;2022-08-03;C;67020;CST;c.C-24.2;329;CO;VR;Véhicule routier;Règles de circulation;;;70;96;Québec
DI9999Q77PM300;IN9999SUSV0100;2022-08-03;A;50065;RIG;c.C-24.2;517.2;AU;VL;Véhicule lourd;Surcharge totale;;;;;Québec
DI99990F8PM300;IN9999TVSV0100;2022-08-03;T;88055;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge totale;41500;52500;;;Québec
DI9999SJ2PM300;IN9999UWSV0100;2022-08-03;T;97007;RIG;c.C-24.2;519.17;PR;VL;Véhicule lourd;Ronde de sécurité;;;;;Québec
DI99990F8PM300;IN9999VXSV0100;2022-08-03;C;88055;CST;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;;;;Québec
DI99990F8PM300;IN9999WYSV0100;2022-08-03;C;88055;CST;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;;;;Québec
DI99990F8PM300;IN9999XZSV0100;2022-08-03;T;88055;CST;c.C-24.2;471;EX;VL;Véhicule lourd;Arrimage;;;;;Québec
DI99990F8PM300;IN999900TV0100;2022-08-03;T;88055;CST;c.C-24.2;30;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI99998N8PM300;IN999911TV0100;2022-08-03;C;45093;CST;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;;;;Québec
DI9999DS8PM300;IN999922TV0100;2022-08-03;C;35045;CST;c.C-24.2;93.1;CO;VR;Véhicule routier;Permis de conduire;;;;;Québec
DI9999CR8PM300;IN999933TV0100;2022-08-03;C;66023;CST;c.C-24.2;105;CO;VR;Véhicule routier;Permis de conduire;;;;;Québec
DI99996L8PM300;IN999944TV0100;2022-08-03;C;58037;CST;c.C-24.2;463;PR;HN;Véhicule hors normes;Dimension;;;;;Ontario
DI99996L8PM300;IN999955TV0100;2022-08-03;C;58037;CST;c.C-24.2;437.1;AU;RM;Remorque;Équipement;;;;;Ontario
DI9999BQ8PM300;IN999966TV0100;2022-08-03;C;66023;CST;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Québec
DI99996L8PM300;IN999977TV0100;2022-08-03;C;58037;CST;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;;;;Ontario
DI9999IX8PM300;IN999988TV0100;2022-08-03;C;72005;CST;c.T-11.2;55;CQ;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;;;;Québec
DI9999N09PM300;IN9999NNTV0100;2022-08-03;C;50005;CST;c.C-24.2;513;CO;EN;Ensemble de véhicules routiers;Permis spécial;;;;;Ontario
DI9999Q39PM300;IN9999OOTV0100;2022-08-03;T;23072;RIG;c.P-30.3;48;AU;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI9999O19PM300;IN9999PPTV0100;2022-08-03;A;25213;CST;c.C-24.2;519.15;PR;VL;Véhicule lourd;Vérification mécanique;;;;;Ontario
DI9999S59PM300;IN9999QQTV0100;2022-08-03;T;42020;CST;c.P-30.3;48;AU;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI9999R49PM300;IN9999RRTV0100;2022-08-03;A;72005;CST;c.T-11.2;73;PR;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;;;;Québec
DI9999R49PM300;IN9999TTTV0100;2022-08-03;A;72005;CST;c.T-11.2;69;PR;AQ;Automobile qualifiée;Règlement concernant le tr. rémunéré de pers. par automobile;;;;;Québec
DI9999V89PM300;IN9999WWTV0100;2022-08-03;C;23072;CST;c.C-24.2;523;CD;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Québec
DI9999XA9PM300;IN9999XXTV0100;2022-08-03;T;66023;CST;c.C-24.2;518;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI9999YB9PM300;IN9999YYTV0100;2022-08-03;C;72020;CST;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999YB9PM300;IN9999ZZTV0100;2022-08-03;T;72020;CST;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI99991E9PM300;IN999920UV0100;2022-08-03;C;66023;CST;c.C-24.2;31.1;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI99993G9PM300;IN999931UV0100;2022-08-04;T;23027;RIG;c.C-24.2;528;AU;VR;Véhicule routier;Vérification mécanique;;;;;Ontario
DI9999BO9PM300;IN999942UV0100;2022-08-04;C;16013;CST;c.C-24.2;97;CO;VR;Véhicule routier;Permis de conduire;;;;;Québec
DI9999IV9PM300;IN999953UV0100;2022-08-04;T;86042;RIG;c.P-30.3;48;EX;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI9999X8APM300;IN999964UV0100;2022-08-04;T;65005;CST;c.C-24.2;519.40;PR;VL;Véhicule lourd;Immatriculation;;;;;Québec
DI99999Q7PM300;IN9999JLSV0100;2022-08-03;C;23027;CST;c.C-24.2;265;PR;VA;Véhicule automobile;Équipement;;;;;Québec
DI9999ZAAPM300;IN999975UV0100;2022-08-04;T;80060;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge totale;57500;65330;;;Québec
DI99998JAPM300;IN999986UV0100;2022-08-04;C;16055;CST;c.C-24.2;328;CO;VR;Véhicule routier;Règles de circulation;;;50;78;Québec
DI99999KAPM300;IN9999B9UV0100;2022-08-04;C;66023;CST;c.T-11.2;55;CQ;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;;;;Québec
DI9999GRAPM300;IN9999DBUV0100;2022-08-04;A;89008;CST;c.C-24.2;31.1;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI9999DOAPM300;IN9999ECUV0100;2022-08-04;C;65005;CST;c.C-24.2;98;CO;VR;Véhicule routier;Permis de conduire;;;;;Québec
DI9999DOAPM300;IN9999FDUV0100;2022-08-04;C;65005;CST;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;;;;Québec
DI99994FAPM300;IN9999GEUV0100;2022-08-04;T;60020;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge totale;25250;25540;;;Québec
DI9999N66PM300;IN9999HFUV0100;2022-08-03;A;81017;RIG;c.C-24.2;6;PR;VR;Véhicule routier;Immatriculation;;;;;Ontario
DI9999LL2MM300;IN9999IGUV0100;2022-04-20;T;70012;RIGE;c.C-24.2;519.21.1;XP;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999ITAPM300;IN9999JHUV0100;2022-08-04;T;56050;CST;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;;;;Québec
DI99994DBPM300;IN9999KIUV0100;2022-08-04;T;16055;CST;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Québec
DI9999BKBPM300;IN9999LJUV0100;2022-08-04;T;37067;RIG;c.P-30.3;48;AU;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI9999VA8PM300;IN9999MKUV0100;2022-08-03;A;66087;RIG;c.T-11.2;172;AU;VA;Véhicule automobile;Loi concernant le transpt. rémunéré de pers. par automobile;;;;;Québec
DI99995EBPM300;IN9999NLUV0100;2022-08-04;C;89008;CST;c.C-24.2;443.1;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999FOBPM300;IN9999OMUV0100;2022-08-04;T;67050;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Dimension;;;;;Québec
DI99995EBPM300;IN9999PNUV0100;2022-08-04;T;89008;CST;c.C-24.2;31.1;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI9999CLBPM300;IN9999QOUV0100;2022-08-04;C;66023;CST;c.T-11.2;55;CQ;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;;;;Québec
DI9999ENBPM300;IN9999RPUV0100;2022-08-04;T;23027;CST;c.C-24.2;31.1;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI9999S1BPM300;IN9999SQUV0100;2022-08-04;T;65005;CST;c.C-24.2;31.1;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI9999NYAPM300;IN9999TRUV0100;2022-08-04;T;02028;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge totale;25250;33950;;;Québec
DI9999OZAPM300;IN9999USUV0100;2022-08-04;T;60020;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge axiale;18000;19220;;;Québec
DI99997GBPM300;IN9999WUUV0100;2022-08-04;C;80060;RIG;c.C-24.2;105;CO;VR;Véhicule routier;Permis de conduire;;;;;Ontario
DI9999V2CPM300;IN9999XVUV0100;2022-08-04;C;65005;CST;c.C-24.2;443.2;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999LUBPM300;IN9999YWUV0100;2022-08-04;T;46030;CST;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Québec
DI99997GBPM300;IN9999ZXUV0100;2022-08-04;A;80060;RIG;c.C-24.2;106;EX;VL;Véhicule lourd;Permis de conduire;;;;;Ontario
DI9999OZAPM300;IN99990YUV0100;2022-08-04;T;60020;RIG;c.C-24.2;272;PR;VL;Véhicule lourd;Équipement;;;;;Québec
DI99996FBPM300;IN99991ZUV0100;2022-08-04;A;84082;RIG;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Ontario
DI9999X4CPM300;IN999940VV0100;2022-08-04;T;36033;CST;c.C-24.2;531;PR;VL;Véhicule lourd;Vérification mécanique;;;;;Ontario
DI9999Y5CPM300;IN999951VV0100;2022-08-04;C;25213;CST;c.C-24.2;464;CO;HN;Véhicule hors normes;Permis spécial;;;;;Québec
DI99993ACPM300;IN999962VV0100;2022-08-04;C;66023;CST;c.T-11.2;55;CQ;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;;;;Québec
DI99993CBPM300;IN999973VV0100;2022-08-04;T;25213;RIG;c.P-30.3;48;AU;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI9999U1CPM300;IN999984VV0100;2022-08-04;T;84065;CST;c.C-24.2;463;PR;HN;Véhicule hors normes;Surcharge axiale;2760;3350;;;Québec
DI9999ELCPM300;IN9999A6VV0100;2022-08-04;C;46017;CST;c.C-24.2;303.2;CO;VR;Véhicule routier;Signalisation routière;;;60;83;Québec
DI99996DCPM300;IN9999C8VV0100;2022-08-04;T;02028;CST;c.C-24.2;518;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI9999GNCPM300;IN9999D9VV0100;2022-08-04;T;89010;CST;c.C-24.2;229;PR;AB;Autobus;Équipement;;;;;Québec
DI9999IPCPM300;IN9999EAVV0100;2022-08-04;C;46080;CST;c.C-24.2;431;AU;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999CJCPM300;IN9999FBVV0100;2022-08-04;C;89010;CST;c.C-24.2;303.2;CO;VR;Véhicule routier;Signalisation routière;;;70;93;Ontario
DI9999CJCPM300;IN9999GCVV0100;2022-08-04;C;89010;CST;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;;;;Ontario
DI99998FCPM300;IN9999HDVV0100;2022-08-04;T;60020;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge axiale;18000;19930;;;Québec
DI99992BBPM300;IN9999IEVV0100;2022-08-04;C;59020;CST;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;;;;Manitoba
DI99997WCJM300;IN9999JFVV0100;2022-06-29;T;39170;RIG;c.C-24.2;519.15;PR;VL;Véhicule lourd;Vérification mécanique;;;;;Québec
DI9999LL2MM300;IN9999KGVV0100;2022-06-09;T;70012;RIGE;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999NUCPM300;IN9999LHVV0100;2022-08-04;A;91020;CST;c.C-24.2;518;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI9999NUCPM300;IN9999MIVV0100;2022-08-04;A;91020;CST;c.P-30.3;5;PR;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI9999HOCPM300;IN9999NJVV0100;2022-08-04;T;95045;CST;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI999909BPM300;IN9999OKVV0100;2022-08-04;A;57045;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge totale;47500;49660;;;Québec
DI9999Y3DPM300;IN9999PLVV0100;2022-08-04;T;95045;CST;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Québec
DI9999Z4DPM300;IN9999QMVV0100;2022-08-04;C;71050;CST;c.C-24.2;310;CO;VR;Véhicule routier;Signalisation routière;;;;;Nouveau-Brunswick
DI9999MTCPM300;IN9999RNVV0100;2022-08-04;C;71050;CST;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;;;;Ontario
DI9999NUCPM300;IN9999SOVV0100;2022-08-04;C;91020;CST;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;;;;Québec
DI999905DPM300;IN9999TPVV0100;2022-08-04;A;13073;CST;c.C-24.2;519.17;EX;VL;Véhicule lourd;Ronde de sécurité;;;;;Nouvelle-Écosse
DI9999AFDPM300;IN9999UQVV0100;2022-08-04;C;65005;CST;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;;;;Québec
DI9999BGDPM300;IN9999VRVV0100;2022-08-04;C;66087;CST;c.T-11.2;55;CQ;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;;;;Québec
DI9999BGDPM300;IN9999WSVV0100;2022-08-04;C;66087;CST;c.T-11.2;68;CI;AI;Automobile inscrite;Loi concernant le transpt. rémunéré de pers. par automobile;;;;;Québec
DI999938DPM300;IN9999XTVV0100;2022-08-04;C;36033;RIG;c.C-24.2;329;CO;VR;Véhicule routier;Règles de circulation;;;70;85;Québec
DI9999CHDPM300;IN9999YUVV0100;2022-08-04;T;16013;CST;c.C-24.2;519.15.1;EX;VL;Véhicule lourd;Ronde de sécurité;;;;;Québec
DI9999GLDPM300;IN9999ZVVV0100;2022-08-04;C;59020;CST;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Québec
DI999938DPM300;IN99990WVV0100;2022-08-04;T;36033;RIG;c.C-24.2;31.1;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI99999EDPM300;IN99991XVV0100;2022-08-04;C;87050;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Dimension;;;;;Québec
DI9999JODPM300;IN99992YVV0100;2022-08-04;T;23057;RIG;c.P-30.3;48;AU;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI9999MRDPM300;IN99993ZVV0100;2022-08-04;C;95040;CST;c.C-24.2;359;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI999914EPM300;IN999960WV0100;2022-08-04;C;10043;CST;c.C-24.2;97;CO;VR;Véhicule routier;Permis de conduire;;;;;Québec
DI9999INDPM300;IN999971WV0100;2022-08-04;C;59020;CST;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Ontario
DI999947EPM300;IN999982WV0100;2022-08-04;T;02047;CST;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;;;;Québec
DI99998BEPM300;IN999993WV0100;2022-08-04;C;66023;CST;c.T-11.2;55;CQ;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;;;;Québec
DI9999LQDPM300;IN9999A4WV0100;2022-08-04;T;65005;CST;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Québec
DI9999GJEPM300;IN9999D7WV0100;2022-08-04;C;36033;CST;c.C-24.2;329;CO;VR;Véhicule routier;Règles de circulation;;;70;95;Ontario
DI9999DGEPM300;IN9999E8WV0100;2022-08-04;T;65005;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge axiale;18000;21890;;;Québec
DI99999CEPM300;IN9999F9WV0100;2022-08-04;T;65005;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge totale;32000;32150;;;Québec
DI999958EPM300;IN9999HBWV0100;2022-08-04;A;45035;CST;c.C-24.2;531;PR;VL;Véhicule lourd;Vérification mécanique;;;;;Ontario
DI9999PSEPM300;IN9999JDWV0100;2022-08-04;C;46017;CST;c.C-24.2;303.2;CO;VR;Véhicule routier;Signalisation routière;;;60;85;Québec
DI9999HKEPM300;IN9999KEWV0100;2022-08-04;C;59020;CST;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Ontario
DI9999OREPM300;IN9999LFWV0100;2022-08-04;C;13073;CST;c.C-24.2;470.1;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999WZEPM300;IN9999MGWV0100;2022-08-04;C;59020;RIG;c.C-24.2;105;CO;VR;Véhicule routier;Permis de conduire;;;;;Québec
DI9999WZEPM300;IN9999NHWV0100;2022-08-04;A;59020;RIG;c.C-24.2;106;PR;VR;Véhicule routier;Permis de conduire;;;;;Québec
DI999912FPM300;IN9999OIWV0100;2022-08-04;C;91005;CST;c.C-24.2;328;CO;VR;Véhicule routier;Règles de circulation;;;50;65;Québec
DI999934FPM300;IN9999PJWV0100;2022-08-04;T;37235;CST;c.C-24.2;31.1;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI999956FPM300;IN9999QKWV0100;2022-08-04;T;21045;CST;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Québec
DI999923FPM300;IN9999RLWV0100;2022-08-04;A;67050;CST;c.C-24.2;519.15.3;EX;VL;Véhicule lourd;Infractions au CSR;;;;;Ontario
DI999901FPM300;IN9999TNWV0100;2022-08-04;T;71050;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge axiale;18000;20480;;;Québec
DI9999LOEPM300;IN9999UOWV0100;2022-08-04;T;21030;CST;c.C-24.2;646;EX;VL;Véhicule lourd;Matières dangereuses;;;;;Québec
DI9999LOEPM300;IN9999VPWV0100;2022-08-04;T;21030;CST;c.C-24.2;471;EX;VL;Véhicule lourd;Arrimage;;;;;Québec
DI9999TWEPM300;IN9999WQWV0100;2022-08-04;C;66087;RIG;c.T-11.2;172;CO;VA;Véhicule automobile;Loi concernant le transpt. rémunéré de pers. par automobile;;;;;Québec
DI9999OPFPM300;IN9999XRWV0100;2022-08-04;T;58227;CST;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Québec
DI9999OPFPM300;IN9999YSWV0100;2022-08-04;T;58227;CST;c.C-24.2;518;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI9999PQFPM300;IN9999ZTWV0100;2022-08-04;T;39085;RIG;c.P-30.3;48;EX;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI999921GPM300;IN99992HKW0100;2022-08-04;C;74005;CST;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI999943GPM300;IN99993IKW0100;2022-08-05;T;81017;CST;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Québec
DI999954GPM300;IN99994JKW0100;2022-08-05;C;75040;CST;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;;;;Québec
DI9999E3R9M300;IN99995KKW0100;2022-05-03;C;58033;RIG;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Ontario
DI9999BEEPM300;IN9999B5WV0100;2022-08-04;C;66087;CST;c.T-11.2;55;CQ;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;;;;Québec
DI999976GPM300;IN99996LKW0100;2022-08-05;A;82005;RIG;c.P-30.3;5;EX;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI99990SLOM300;IN99997MKW0100;2022-07-29;T;72005;RIGE;c.C-24.2;519.20;PR;VL;Véhicule lourd;Autres;;;;;Québec
DI999998GPM300;IN99998NKW0100;2022-08-05;A;75040;CST;c.C-24.2;531;AU;VR;Véhicule routier;Vérification mécanique;;;;;Québec
DI9999CBGPM300;IN99999OKW0100;2022-08-05;C;75040;CST;c.C-24.2;105;CO;VR;Véhicule routier;Permis de conduire;;;;;Québec
DI9999EPSPM300;IN9999WRUW0100;2022-08-08;C;86042;CST;c.C-24.2;413;CO;VR;Véhicule routier;Règles de circulation;;;;;Ontario
DI9999A9GPM300;IN9999APKW0100;2022-08-05;T;81017;RIG;c.T-11.2;172;AU;VA;Véhicule automobile;Loi concernant le transpt. rémunéré de pers. par automobile;;;;;Québec
DI9999BAGPM300;IN9999BQKW0100;2022-08-02;T;32040;RIGE;c.C-24.2;519.15;PR;VL;Véhicule lourd;Vérification mécanique;;;;;Québec
DI999998GPM300;IN9999CRKW0100;2022-08-05;A;75040;CST;c.C-24.2;395;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI999987GPM300;IN9999DSKW0100;2022-08-05;T;71083;CST;c.T-12;3;EX;VL;;Documents d'expédition;;;;;Québec
DI9999CBGPM300;IN9999ETKW0100;2022-08-05;C;75040;CST;c.C-24.2;396;AU;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI999987GPM300;IN9999JYKW0100;2022-08-05;T;71083;CST;c.C-24.2;523;EX;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Québec
DI9999YXGPM300;IN9999P2LW0100;2022-08-05;T;65005;CST;c.C-24.2;531;EX;VL;Véhicule lourd;Vérification mécanique;;;;;Québec
DI9999POGPM300;IN9999Q3LW0100;2022-08-05;T;74005;CST;c.C-24.2;519.17;EX;VL;Véhicule lourd;Vérification mécanique;;;;;Québec
DI999952HPM300;IN9999XALW0100;2022-08-05;C;09077;CST;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Québec
DI99990ZGPM300;IN9999YBLW0100;2022-08-05;T;74005;CST;c.C-24.2;35;AU;VR;Véhicule routier;Immatriculation;;;;;Québec
DI999985HPM300;IN9999ZCLW0100;2022-08-05;C;75040;CST;c.C-24.2;518;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI999985HPM300;IN99991ELW0100;2022-08-05;T;75040;RIG;c.P-30.3;48;AU;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI99990ZGPM300;IN99992FLW0100;2022-08-05;C;74005;CST;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Québec
DI9999VUGPM300;IN99995ILW0100;2022-08-05;T;43027;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge totale;15500;17370;;;Québec
DI9999WVGPM300;IN99996JLW0100;2022-08-05;C;23027;CST;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999WVGPM300;IN99997KLW0100;2022-08-05;T;23027;CST;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999WVGPM300;IN9999ANLW0100;2022-08-04;C;23027;CST;c.P-30.3;48;CD;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI9999WVGPM300;IN9999BOLW0100;2022-08-04;T;23027;CST;c.P-30.3;21;AU;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI9999YVHPM300;IN9999CPLW0100;2022-08-05;T;66023;CST;c.C-24.2;523;EX;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Québec
DI99990SLOM300;IN9999DQLW0100;2022-07-29;T;72005;RIGE;c.C-24.2;519.20;PR;VL;Véhicule lourd;Autres;;;;;Québec
DI9999PMHPM300;IN9999ERLW0100;2022-08-05;T;93042;CST;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;;;;Québec
DI9999MTCDM300;IN9999FSLW0100;2022-05-27;C;58033;RIG;c.C-24.2;93.1;CO;VR;Véhicule routier;Permis de conduire;;;;;Québec
DI9999QNHPM300;IN9999HULW0100;2022-08-05;C;22045;RIG;c.C-24.2;105;CO;VR;Véhicule routier;Permis de conduire;;;;;Québec
DI9999VSHPM300;IN9999IVLW0100;2022-08-05;C;09077;CST;c.C-24.2;93.1;CO;VR;Véhicule routier;Permis de conduire;;;;;Québec
DI9999URHPM300;IN9999JWLW0100;2022-08-05;C;70052;CST;c.C-24.2;396;AU;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999EBHPM300;IN9999KXLW0100;2022-08-05;C;37067;CST;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999URHPM300;IN9999LYLW0100;2022-08-05;T;70052;CST;c.P-30.3;48;AU;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI9999JT6GM300;IN9999MZLW0100;2022-05-30;C;53052;RIG;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;;;;Québec
DI9999E9IPM300;IN9999P0MW0100;2022-08-05;C;96020;CST;c.C-24.2;328;CO;VR;Véhicule routier;Règles de circulation;;;50;73;Québec
DI9999LGIPM300;IN9999Q1MW0100;2022-08-05;T;66023;CST;c.C-24.2;518;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI9999KU6GM300;IN9999R2MW0100;2022-05-30;C;53052;RIG;c.C-24.2;329;CO;VR;Véhicule routier;Règles de circulation;;;70;91;Québec
DI9999OJIPM300;IN9999S3MW0100;2022-08-05;C;70052;CST;c.C-24.2;368;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
